sku,name,store_view_code,description,series_description,short_description
NDL2409SC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input"
NDL2412SC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input"
NDL2415SC,,murataps_store_view,"15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 18-36V Input"
NDL4805SC,,murataps_store_view,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input"
NDL4809SC,,murataps_store_view,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input"
NDL4812SC,,murataps_store_view,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input"
NDL4815SC,,murataps_store_view,"15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input","The NDH series is a range of high performance miniature DC-DC converters having regulated outputs over the wide temperature range of -40&deg;C to +85&deg;C. The input voltage range is 2:1 and the input to output isolation is 1kVDC. Continuous short circuit protection,
external control and extremely small SIP
packaging provide state of the art functionality.
The use of ceramic capacitors and a
ceramic substrate, and SMD construction,
provide genuine high reliability. Nominal input
voltages of 24 and 48V with output voltages
of 12 and 15V are available as standard with
custom parts on request. The plastic case
is rated to UL 94V-0 with encapsulant to UL 94V-1.","15V 134mA, Isolated 2W Single Output 1kVDC, DC-DC Converter 36-72V Input"
NPH10S2403EIC,,murataps_store_view,"3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2403IC,,murataps_store_view,"3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2405EIC,,murataps_store_view,"5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2405IC,,murataps_store_view,"5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2412EIC,,murataps_store_view,"12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2412IC,,murataps_store_view,"12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2415EIC,,murataps_store_view,"15.1V 0.67A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","15.1V 0.67A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
