sku,store_view_code,description,series_description,short_description
NMV1215SC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 10.8-13.2V Input"
NMV1505SAC,,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"5V 200mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMV1505SC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 13.5-16.5V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 13.5-16.5V Input"
NMV1512SAC,,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"12V 84mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMV1512SC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 13.5-16.5V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 13.5-16.5V Input"
NMV1515SAC,,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"15V 67mA, Isolated 1W Single Output 3kVDC, DC-DC Converter, 13.5-16.5V Input"
NMV1515SC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 13.5-16.5V Input",The NMV series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefi t of 3kVDC galvanic isolation to reduce switching noise. Available in SIP and DIP with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output DC-DC Converter 3kVDC, 13.5-16.5V Input"
NPH10S2403EIC,,"3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2403IC,,"3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","3.4V 2.94A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2405EIC,,"5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2405IC,,"5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","5.1V 1.96A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2412EIC,,"12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2412IC,,"12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","12.1V 0.83A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2415EIC,,"15.1V 0.67A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","15.1V 0.67A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
NPH10S2415IC,,"15.1V 0.67A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input","The NPH10S series of DC-DC converters combines ease of application with versatility. The pin pattern is based on the popular industry standard, but two additional pins may optionally be fi tted to provide a variety of features not commonly found on units of this type. High effi ciency enables full rating to be achieved in a small package without heatsinking. Thermally protected against sustained overload. The copper case achieves effi cient heat transfer and screening. The product range has been recognised by Underwriters Laboratory (UL) to UL 1950 for operational insulation, fi le number E179522 applies.","15.1V 0.67A, Isolated 10W Single Output 1.5kVDC, DC-DC Converter, 18-36V Input"
